com.samsung.shealth.rewards,6105031,4
is_visible,create_time,time_offset,program_id,end_time,device_type,title,exercise_type,exercise_session_id,deviceuuid,start_time,pkg_name,update_time,number_of_streak,datauuid,extra_data,controller_id,source_pkg_name
1,2020-06-12 15:00:03.565,UTC+0900,,2020-06-06 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-06-06 15:00:00.000,com.sec.android.app.shealth,2020-06-12 15:00:03.565,,b1b3596f-4786-43d1-97a3-521a6e26373a,"{""mTarget"":-1,""mValue"":15913}",tracker.pedometer,,
1,2020-05-24 15:00:29.574,UTC+0900,,2020-05-19 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-05-19 15:00:00.000,com.sec.android.app.shealth,2020-05-24 15:00:29.574,,2dae318b-b51c-4cc6-aee8-8265b6d0758c,"{""mTarget"":-1,""mValue"":12986}",tracker.pedometer,,
0,2020-01-23 11:55:05.431,UTC+0900,,2020-01-23 11:55:05.302,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-01-23 11:55:05.302,com.sec.android.app.shealth,2020-01-24 12:52:10.087,,5b19620d-0878-4ff6-8de8-728851849133,"{""mIsCompleted"":false,""mValue"":97,""mValue2"":60}",goal.activity,,
1,2020-03-11 09:15:31.608,UTC+0900,,2020-03-10 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-10 15:00:00.000,com.sec.android.app.shealth,2020-03-16 15:01:21.873,,d166e57b-4a3b-4214-adc5-0815f9bf7db9,"{""mTarget"":6000,""mValue"":13630}",tracker.pedometer,,
1,2020-06-13 09:55:11.668,UTC+0900,,2020-06-12 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-12 15:00:00.000,com.sec.android.app.shealth,2020-07-09 07:31:36.794,,bb1c6f41-fcab-421e-a855-879d1dfa0e9e,"{""mTarget"":6000,""mValue"":12661}",tracker.pedometer,,
1,2020-05-25 04:48:28.597,UTC+0900,,2020-05-24 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-24 15:00:00.000,com.sec.android.app.shealth,2020-05-30 15:00:02.019,,eb46cba8-92e8-4863-b4a7-c903a9c4e54e,"{""mTarget"":6000,""mValue"":10138}",tracker.pedometer,,
1,2020-03-11 15:00:06.369,UTC+0900,,2020-03-10 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-03-10 15:00:00.000,com.sec.android.app.shealth,2020-03-11 15:00:06.369,,f901596e-3596-4c97-b7d0-e1f2b770fade,"{""mTarget"":-1,""mValue"":13630}",tracker.pedometer,,
0,2020-06-13 09:55:29.340,UTC+0900,,2020-06-13 09:55:29.193,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-06-13 09:55:29.193,com.sec.android.app.shealth,2020-06-15 12:07:20.652,,f7843842-bf3c-4424-8e49-bca349f63b70,"{""mIsCompleted"":false,""mValue"":124,""mValue2"":60}",goal.activity,,
1,2020-05-25 04:48:29.772,UTC+0900,,2020-05-24 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-24 15:00:00.000,com.sec.android.app.shealth,2020-05-30 15:00:03.270,,f952b00a-f348-4951-82dd-a59b3e63c939,"{""mTarget"":6000,""mValue"":10138}",tracker.pedometer,,
1,2020-03-13 11:40:51.948,UTC+0900,,2020-03-12 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-12 15:00:00.000,com.sec.android.app.shealth,2020-03-18 15:00:58.881,,3388e959-bdfc-478f-b3b5-64bced9dfbe4,"{""mTarget"":6000,""mValue"":6698}",tracker.pedometer,,
1,2020-06-13 09:55:29.846,UTC+0900,,2020-06-12 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-12 15:00:00.000,com.sec.android.app.shealth,2020-07-09 07:45:37.322,,286eeca4-a556-4654-b6b3-3dc4a95ab277,"{""mTarget"":6000,""mValue"":12661}",tracker.pedometer,,
0,2020-05-25 04:53:43.701,UTC+0900,,2020-05-25 04:53:43.671,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-05-25 04:53:43.671,com.sec.android.app.shealth,2020-05-26 09:30:18.246,,dae4bb96-ab2b-4623-a324-95913b3a5aea,"{""mIsCompleted"":false,""mValue"":95,""mValue2"":60}",goal.activity,,
0,2020-03-13 11:40:52.099,UTC+0900,,2020-03-13 11:40:52.053,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-03-13 11:40:52.053,com.sec.android.app.shealth,2020-03-14 11:51:45.804,,a893ce1f-1c14-4f4f-90ef-ba240807e392,"{""mIsCompleted"":false,""mValue"":64,""mValue2"":60}",goal.activity,,
1,2020-06-13 15:00:23.239,UTC+0900,,2020-06-12 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-06-12 15:00:00.000,com.sec.android.app.shealth,2020-06-13 15:00:23.239,,341663ce-c6a8-4580-8149-61096e2fd76d,"{""mTarget"":-1,""mValue"":12661}",tracker.pedometer,,
1,2020-05-26 09:12:34.845,UTC+0900,,2020-05-25 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-25 15:00:00.000,com.sec.android.app.shealth,2020-05-31 15:00:01.795,,58c8bd12-2ed2-43c6-964b-fcab9f6117c7,"{""mTarget"":6000,""mValue"":10298}",tracker.pedometer,,
1,2020-03-13 11:41:02.764,UTC+0900,,2020-03-12 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-12 15:00:00.000,com.sec.android.app.shealth,2020-03-18 15:00:59.670,,ab8bc26c-e420-43e4-9d48-9c1c1546a9a1,"{""mTarget"":6000,""mValue"":6698}",tracker.pedometer,,
1,2020-06-14 15:00:57.606,UTC+0900,,2020-06-10 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-06-10 15:00:00.000,com.sec.android.app.shealth,2020-06-14 15:00:57.606,,def79de8-5222-43bc-a892-943377407612,"{""mTarget"":-1,""mValue"":10313}",tracker.pedometer,,
1,2020-05-26 09:12:35.515,UTC+0900,,2020-05-25 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-25 15:00:00.000,com.sec.android.app.shealth,2020-05-31 15:00:10.414,,43f2c037-bc60-4106-9264-43a84234c389,"{""mTarget"":6000,""mValue"":10298}",tracker.pedometer,,
1,2020-03-14 11:51:45.757,UTC+0900,,2020-03-13 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-13 15:00:00.000,com.sec.android.app.shealth,2020-03-19 15:00:07.053,,381a5310-9232-415b-be3c-b43c779bfe41,"{""mTarget"":6000,""mValue"":7588}",tracker.pedometer,,
1,2020-06-15 11:30:02.938,UTC+0900,,2020-06-14 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-14 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:24.947,,66225cc2-6f78-43d9-b24e-816ef3759c13,"{""mTarget"":6000,""mValue"":8317}",tracker.pedometer,,
0,2020-05-26 09:30:18.250,UTC+0900,,2020-05-26 09:30:18.208,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-05-26 09:30:18.208,com.sec.android.app.shealth,2020-05-27 12:24:47.598,,56792177-6add-4f4b-8cf8-a6b19079a306,"{""mIsCompleted"":false,""mValue"":93,""mValue2"":60}",goal.activity,,
0,2020-03-14 11:51:45.805,UTC+0900,,2020-03-14 11:51:45.795,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-03-14 11:51:45.795,com.sec.android.app.shealth,2020-03-16 12:12:24.323,,42d6f444-2c7c-4306-9d8f-940f3eb89015,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",goal.activity,,
1,2020-06-15 11:30:03.908,UTC+0900,,2020-06-14 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-14 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:26.013,,a3aa7aa6-6a36-4fda-9f3f-76766a28aaa2,"{""mTarget"":6000,""mValue"":8317}",tracker.pedometer,,
1,2020-05-27 11:25:00.833,UTC+0900,,2020-05-26 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-26 15:00:00.000,com.sec.android.app.shealth,2020-06-01 15:00:01.615,,708366cf-0350-48c3-b594-ef96e399817a,"{""mTarget"":6000,""mValue"":8132}",tracker.pedometer,,
1,2020-07-12 05:08:26.357,UTC+0900,,2020-06-19 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-06-19 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:26.357,,86824232-fa62-4f2e-924b-4dad9eb1d57a,"{""mTarget"":-1,""mValue"":13537}",tracker.pedometer,,
1,2020-03-14 11:51:46.635,UTC+0900,,2020-03-13 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-13 15:00:00.000,com.sec.android.app.shealth,2020-03-19 15:00:08.283,,2672e6c1-87dc-4141-888d-c728edb4d66f,"{""mTarget"":6000,""mValue"":7588}",tracker.pedometer,,
0,2020-06-15 12:07:20.665,UTC+0900,,2020-06-15 12:07:20.610,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-06-15 12:07:20.610,com.sec.android.app.shealth,2020-06-16 11:00:45.337,,55d2693d-1115-42d6-9921-131817822e90,"{""mIsCompleted"":false,""mValue"":76,""mValue2"":60}",goal.activity,,
1,2020-05-27 11:26:28.317,UTC+0900,,2020-05-26 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-26 15:00:00.000,com.sec.android.app.shealth,2020-06-01 15:00:02.677,,215e0e15-2d4e-49c4-9cfb-c0e17010bc51,"{""mTarget"":6000,""mValue"":8132}",tracker.pedometer,,
1,2020-03-16 12:12:24.242,UTC+0900,,2020-03-15 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-15 15:00:00.000,com.sec.android.app.shealth,2020-03-21 15:00:02.792,,3d274e06-cacd-4074-a743-b639e48462d1,"{""mTarget"":6000,""mValue"":6271}",tracker.pedometer,,
1,2020-06-15 15:01:43.895,UTC+0900,,2020-06-10 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-06-10 15:00:00.000,com.sec.android.app.shealth,2020-06-15 15:01:43.895,,1b2f8e3b-b59d-4501-bfc7-fc0d8719417a,"{""mTarget"":-1,""mValue"":10313}",tracker.pedometer,,
0,2020-05-27 12:24:47.616,UTC+0900,,2020-05-27 12:24:47.515,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-05-27 12:24:47.515,com.sec.android.app.shealth,2020-05-28 11:13:43.686,,83103367-765e-4aa0-86ab-b0d49423aedf,"{""mIsCompleted"":false,""mValue"":77,""mValue2"":60}",goal.activity,,
0,2020-03-16 12:12:24.330,UTC+0900,,2020-03-16 12:12:24.293,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-03-16 12:12:24.293,com.sec.android.app.shealth,2020-03-18 12:31:52.578,,dccba378-26ca-4eff-bb8b-e4e32072091b,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",goal.activity,,
1,2020-06-16 10:56:00.295,UTC+0900,,2020-06-15 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-15 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:24.951,,5d585876-18e0-4c50-8953-df50976cb15a,"{""mTarget"":6000,""mValue"":8757}",tracker.pedometer,,
1,2020-05-27 15:00:03.272,UTC+0900,,2020-05-25 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-05-25 15:00:00.000,com.sec.android.app.shealth,2020-05-27 15:00:03.272,,1d579ab9-57c1-4363-ad90-cdf441ceb54b,"{""mTarget"":-1,""mValue"":10298}",tracker.pedometer,,
1,2020-03-16 12:12:24.957,UTC+0900,,2020-03-15 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-15 15:00:00.000,com.sec.android.app.shealth,2020-03-21 15:00:03.991,,3f04a851-d2d1-4e8c-a96f-aed65e4123df,"{""mTarget"":6000,""mValue"":6271}",tracker.pedometer,,
1,2020-06-16 10:56:30.349,UTC+0900,,2020-06-15 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-15 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:26.035,,bdeefc03-0a01-4601-b595-d8debdc9d3b8,"{""mTarget"":6000,""mValue"":8757}",tracker.pedometer,,
1,2020-05-27 15:00:03.340,UTC+0900,,2020-05-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-05-24 15:00:00.000,com.sec.android.app.shealth,2020-05-27 15:00:03.340,,991d52da-4f18-452d-b7f1-c8e3a4f929f8,"{""mTarget"":-1,""mValue"":10138}",tracker.pedometer,,
1,2020-07-12 05:08:26.921,UTC+0900,,2020-07-01 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-07-01 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:26.921,,02f72f64-b7f6-473a-8a84-d1dfc48efb19,"{""mTarget"":-1,""mValue"":16440}",tracker.pedometer,,
1,2020-03-18 12:31:51.951,UTC+0900,,2020-03-17 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-17 15:00:00.000,com.sec.android.app.shealth,2020-03-23 15:00:01.833,,d09e8252-3de0-45e1-ae3e-79c292c4f1d8,"{""mTarget"":6000,""mValue"":8638}",tracker.pedometer,,
1,2020-05-27 15:00:03.374,UTC+0900,,2020-05-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-05-21 15:00:00.000,com.sec.android.app.shealth,2020-05-27 15:00:03.374,,aa2465e1-9494-4a28-9e63-b4975f5497eb,"{""mTarget"":-1,""mValue"":13328}",tracker.pedometer,,
1,2020-07-12 07:14:28.046,UTC+0900,,2020-07-11 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-07-11 15:00:00.000,com.sec.android.app.shealth,2020-07-16 15:00:09.372,,df194023-7867-4527-afb5-6d660baeb3e1,"{""mTarget"":6000,""mValue"":9156}",tracker.pedometer,,
1,2020-05-28 11:03:12.297,UTC+0900,,2020-05-27 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-27 15:00:00.000,com.sec.android.app.shealth,2020-06-02 15:00:01.332,,1bae1e9d-bea6-41f0-b3df-5e7e43e92415,"{""mTarget"":6000,""mValue"":7430}",tracker.pedometer,,
0,2020-03-18 12:31:52.632,UTC+0900,,2020-03-18 12:31:52.534,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-03-18 12:31:52.534,com.sec.android.app.shealth,2020-03-21 07:29:38.098,,f1469e33-a960-442e-95de-0be2684b8a7f,"{""mIsCompleted"":false,""mValue"":85,""mValue2"":60}",goal.activity,,
1,2020-07-12 15:00:25.172,UTC+0900,,2020-07-11 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-07-11 15:00:00.000,com.sec.android.app.shealth,2020-07-16 15:00:05.783,,5b3a7fc5-60f0-409c-bcc1-94b35139a8d1,"{""mTarget"":6000,""mValue"":6832}",tracker.pedometer,,
1,2020-05-28 11:04:07.079,UTC+0900,,2020-05-27 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-27 15:00:00.000,com.sec.android.app.shealth,2020-06-02 15:00:01.946,,a2014c07-4d79-4dc4-99f3-af5ed5c7904b,"{""mTarget"":6000,""mValue"":7430}",tracker.pedometer,,
1,2020-03-18 12:31:53.530,UTC+0900,,2020-03-17 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-17 15:00:00.000,com.sec.android.app.shealth,2020-03-23 15:00:35.656,,3209da7d-21ff-4ea8-aa29-527a572357ad,"{""mTarget"":6000,""mValue"":8638}",tracker.pedometer,,
1,2020-07-13 04:51:09.124,UTC+0900,,2020-07-12 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-07-12 15:00:00.000,com.sec.android.app.shealth,2020-07-16 15:00:09.388,,4c6fe927-fd56-4981-a5dd-dc8bb80a6f67,"{""mTarget"":6000,""mValue"":11984}",tracker.pedometer,,
0,2020-05-28 11:13:43.686,UTC+0900,,2020-05-28 11:13:43.677,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-05-28 11:13:43.677,com.sec.android.app.shealth,2020-05-29 11:47:48.754,,a0bf0865-eb8b-4de1-b664-0c520ccc8416,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",goal.activity,,
1,2020-03-21 05:42:49.168,UTC+0900,,2020-03-20 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-20 15:00:00.000,com.sec.android.app.shealth,2020-03-26 15:00:01.557,,dcd2e79f-2d88-47a3-bcf6-48a34e6c66e8,"{""mTarget"":6000,""mValue"":11039}",tracker.pedometer,,
0,2020-07-13 05:15:13.476,UTC+0900,,2020-07-13 05:15:13.436,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-07-13 05:15:13.436,com.sec.android.app.shealth,2020-07-14 09:18:01.198,,4c5220b4-33dc-4aac-977b-d3e464a3729e,"{""mIsCompleted"":false,""mValue"":115,""mValue2"":60}",goal.activity,,
1,2020-05-28 15:00:07.945,UTC+0900,,2020-05-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-05-24 15:00:00.000,com.sec.android.app.shealth,2020-05-28 15:00:07.945,,ee53b233-a970-423c-8da0-c22dc85eb460,"{""mTarget"":-1,""mValue"":10138}",tracker.pedometer,,
1,2020-03-21 05:42:49.861,UTC+0900,,2020-03-20 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-20 15:00:00.000,com.sec.android.app.shealth,2020-03-26 15:00:02.804,,a05b3bb2-a610-49d0-a16b-9b8c7e090bec,"{""mTarget"":6000,""mValue"":11039}",tracker.pedometer,,
1,2020-07-13 15:00:10.138,UTC+0900,,2020-07-12 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-07-12 15:00:00.000,com.sec.android.app.shealth,2020-07-16 15:00:05.788,,2ee97de5-172c-485e-8bb5-b55e5b6a8c34,"{""mTarget"":6000,""mValue"":10345}",tracker.pedometer,,
0,2020-03-21 07:29:38.101,UTC+0900,,2020-03-21 07:29:38.071,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-03-21 07:29:38.071,com.sec.android.app.shealth,2020-03-23 11:42:19.628,,11e87c1c-c519-4312-8200-7cac7ba0ea71,"{""mIsCompleted"":false,""mValue"":106,""mValue2"":60}",goal.activity,,
1,2020-05-29 10:26:01.758,UTC+0900,,2020-05-28 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-28 15:00:00.000,com.sec.android.app.shealth,2020-06-03 15:00:01.548,,c4d78ea0-5b3a-48a5-b2ee-85418e9b0fc5,"{""mTarget"":6000,""mValue"":8593}",tracker.pedometer,,
1,2020-07-13 15:00:27.344,UTC+0900,,2020-07-09 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-07-09 15:00:00.000,com.sec.android.app.shealth,2020-07-13 15:00:27.344,,c2987e22-fb67-4d25-b30f-057ca16a4007,"{""mTarget"":-1,""mValue"":12714}",tracker.pedometer,,
1,2020-03-21 15:00:04.403,UTC+0900,,2020-03-20 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-03-20 15:00:00.000,com.sec.android.app.shealth,2020-03-21 15:00:04.403,,ef5c9b12-5f72-4a18-b5f5-f6c504767a3c,"{""mTarget"":-1,""mValue"":11039}",tracker.pedometer,,
1,2020-05-29 10:28:32.053,UTC+0900,,2020-05-28 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-28 15:00:00.000,com.sec.android.app.shealth,2020-06-03 15:00:02.506,,5d8b9bf2-0bb3-401d-9584-0021afa9f373,"{""mTarget"":6000,""mValue"":8593}",tracker.pedometer,,
0,2020-06-16 11:00:45.347,UTC+0900,,2020-06-16 11:00:45.325,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-06-16 11:00:45.325,com.sec.android.app.shealth,2020-06-17 10:56:04.068,,99a988e2-9e98-42e5-bda9-12416df55d02,"{""mIsCompleted"":false,""mValue"":83,""mValue2"":60}",goal.activity,,
1,2020-07-13 15:01:28.472,UTC+0900,,2020-07-12 15:00:00.000,2099999,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-07-12 15:00:00.000,com.sec.android.app.shealth,2020-07-16 15:00:10.594,,0df2a223-10b5-469e-b305-4a1f61e3f2c8,"{""mTarget"":6000,""mValue"":9473}",tracker.pedometer,,
0,2020-03-23 11:42:19.635,UTC+0900,,2020-03-23 11:42:19.558,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-03-23 11:42:19.558,com.sec.android.app.shealth,2020-03-25 12:10:24.269,,616d408c-abc5-4121-a9df-8ba92ebeb9fc,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",goal.activity,,
0,2020-05-29 11:47:48.771,UTC+0900,,2020-05-29 11:47:48.740,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-05-29 11:47:48.740,com.sec.android.app.shealth,2020-05-30 04:18:34.138,,c3246973-4384-4ce8-817e-0828c1a3cccc,"{""mIsCompleted"":false,""mValue"":81,""mValue2"":60}",goal.activity,,
1,2020-06-16 15:01:21.438,UTC+0900,,2020-06-10 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-06-10 15:00:00.000,com.sec.android.app.shealth,2020-06-16 15:01:21.438,,f6b6faef-365d-4739-90bc-1fb351fa3d37,"{""mTarget"":-1,""mValue"":10313}",tracker.pedometer,,
0,2020-07-14 09:18:01.207,UTC+0900,,2020-07-14 09:18:01.082,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-07-14 09:18:01.082,com.sec.android.app.shealth,2020-07-15 04:00:14.607,,364a41d2-655a-497c-99d1-6c4a54f14c62,"{""mIsCompleted"":false,""mValue"":140,""mValue2"":60}",goal.activity,,
1,2020-03-25 12:10:23.785,UTC+0900,,2020-03-24 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-24 15:00:00.000,com.sec.android.app.shealth,2020-03-30 15:00:01.246,,a0881193-2a54-4d91-9e93-7199b7aab8ef,"{""mTarget"":6000,""mValue"":8455}",tracker.pedometer,,
1,2020-05-29 15:00:41.913,UTC+0900,,2020-05-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-05-24 15:00:00.000,com.sec.android.app.shealth,2020-05-29 15:00:41.913,,5c27cc75-d683-4038-b071-24ceaecf2f7d,"{""mTarget"":-1,""mValue"":10138}",tracker.pedometer,,
1,2020-07-14 09:18:02.697,UTC+0900,,2020-07-13 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-07-13 15:00:00.000,com.sec.android.app.shealth,2020-07-16 15:00:09.166,,b0ec2a72-d379-4081-8ec0-5dcf4ddfcdf1,"{""mTarget"":6000,""mValue"":13521}",tracker.pedometer,,
1,2020-06-17 10:53:05.237,UTC+0900,,2020-06-16 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-16 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:24.924,,3f5f27de-7233-47e5-83e8-5bd82c67585c,"{""mTarget"":6000,""mValue"":8434}",tracker.pedometer,,
0,2020-03-25 12:10:24.284,UTC+0900,,2020-03-25 12:10:24.232,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-03-25 12:10:24.232,com.sec.android.app.shealth,2020-03-26 11:33:08.442,,feeba3bd-90db-42be-8d3c-8ca87982cf77,"{""mIsCompleted"":false,""mValue"":85,""mValue2"":60}",goal.activity,,
1,2020-05-30 04:18:34.030,UTC+0900,,2020-05-29 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-05-29 15:00:00.000,com.sec.android.app.shealth,2020-06-04 15:00:11.369,,38c936f0-3a0d-40bb-8d57-23a2f49461c2,"{""mTarget"":6000,""mValue"":16860}",tracker.pedometer,,
1,2020-07-14 15:00:03.106,UTC+0900,,2020-07-13 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-07-13 15:00:00.000,com.sec.android.app.shealth,2020-07-16 15:00:05.796,,881ffde3-7a45-4505-b95d-bba241f1e900,"{""mTarget"":6000,""mValue"":11108}",tracker.pedometer,,
1,2020-06-17 10:54:14.408,UTC+0900,,2020-06-16 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-06-16 15:00:00.000,com.sec.android.app.shealth,2020-07-12 05:08:26.120,,713817e1-292b-4674-9ba2-af828c1dc00c,"{""mTarget"":6000,""mValue"":8434}",tracker.pedometer,,
1,2020-03-25 12:10:24.934,UTC+0900,,2020-03-24 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-24 15:00:00.000,com.sec.android.app.shealth,2020-03-30 15:00:01.597,,0f8e9389-a30a-421a-9e6c-661bedff6d4b,"{""mTarget"":6000,""mValue"":8455}",tracker.pedometer,,
0,2020-05-30 04:18:34.150,UTC+0900,,2020-05-30 04:18:34.094,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-05-30 04:18:34.094,com.sec.android.app.shealth,2020-05-31 07:15:23.135,,0dc70ee7-4766-4f5c-a7b1-632aa355d84f,"{""mIsCompleted"":false,""mValue"":174,""mValue2"":60}",goal.activity,,
1,2020-07-14 15:00:05.485,UTC+0900,,2020-07-13 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2020-07-13 15:00:00.000,com.sec.android.app.shealth,2020-07-15 15:00:04.903,,8ddd3458-2b15-43b1-b10d-0b584ae9fcbe,"{""mTarget"":-1,""mValue"":13521}",tracker.pedometer,,
1,2020-03-26 10:48:16.097,UTC+0900,,2020-03-25 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2020-03-25 15:00:00.000,com.sec.android.app.shealth,2020-03-31 15:01:37.097,,d779f67a-35aa-4616-8c6b-5554d9d77983,"{""mTarget"":6000,""mValue"":8135}",tracker.pedometer,,
0,2020-06-17 10:56:04.075,UTC+0900,,2020-06-17 10:56:04.049,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2020-06-17 10:56:04.049,com.sec.android.app.shealth,2020-06-18 11:32:41.838,,918946ea-cdb4-43b1-a3a0-dd6feac895c3,"{""mIsCompleted"":false,""mValue"":81,""mValue2"":60}",goal.activity,,
